@relation 'academic-weka.filters.unsupervised.attribute.Remove-R1-15,21-24,27-30,33-36-weka.filters.supervised.instance.SMOTE-C0-K5-P277.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P200.0-S2-weka.filters.supervised.instance.SMOTE-C0-K5-P140.0-S3-weka.filters.supervised.instance.SMOTE-C0-K5-P300.0-S3-weka.filters.supervised.instance.SMOTE-C0-K5-P175.0-S3-weka.filters.supervised.instance.SMOTE-C0-K5-P120.0-S4'

@attribute debtor numeric
@attribute tuitionfeesuptodate numeric
@attribute gender numeric
@attribute scholarshipholder numeric
@attribute ageatenrollment numeric
@attribute curricularunits1stsem(approved) numeric
@attribute curricularunits1stsem(grade) numeric
@attribute curricularunits2ndsem(approved) numeric
@attribute curricularunits2ndsem(grade) numeric
@attribute target {Dropout,Enrolled,Graduate}

@data
0.264584,1,0,1,18,7,12.615074,7.133091,12.593845,Graduate
0,1,0,0,20,4,12.068263,5,13.42535,Graduate
0,1,0,0,19,6,12.089339,6,12.457618,Graduate
0,1,0,1,19,6.842916,11.754282,7,13.314533,Graduate
0,1,0,0.975121,19,6,13.756502,7,14.140741,Graduate
0,1,0,0,19,8,13.253709,8,13.198735,Graduate
0,1,0,0,19,8,13.252424,8,13.240364,Graduate
0,1,0,0,20,6,12.71403,6.011719,13.700162,Graduate
0,1,0,0,20,6,12.792221,6.013143,13.65422,Graduate
0,1,0,0,20,6,12.683723,6.19401,13.662336,Graduate
0,1,0.06109,1,20,6,12.445123,6,11.900143,Graduate
0,1,0,1,20,6,12.640961,6,12.438769,Graduate
0,1,0,1,20,6,12.602027,6,12.501715,Graduate
0,1,0,0,19.120188,5,13.028213,5,13.2,Graduate
0,1,0,0,19.035362,5,13.092158,5,13.187522,Graduate
0,1,0,0,20.620362,7,14.207399,8,13.62615,Graduate
1,1,0,1,19,5.134652,13.501017,5,12.749923,Graduate
1,1,0,1,19,6,12.95206,5.502493,12.760308,Graduate
1,1,0,1,19,6,12.932126,5.947316,12.749164,Graduate
0,1,0,1,19,6,12.744416,6,13.192047,Graduate
0,1,0,1,21,5.77918,12.680882,5.235944,12.82774,Graduate
0,1,0.021735,0,28,7,15.62148,8,15.192083,Graduate
0,1,0.900847,0,28,7,15.127835,8,15.166933,Graduate
0.432308,0.932791,0,1,19,5,10.676044,5.961252,10.928092,Graduate
0.314512,1,0,1,18,5,13.014183,5,13.54141,Graduate
0,1,0,1,18,5,13.073762,5,13.97457,Graduate
0,1,0,1,18,7,12.006071,7,11.860097,Graduate
0,1,0,1,18,8,13.343212,8,13.326119,Graduate
0,1,0,1,18,8,13.297517,8,13.308949,Graduate
0,1,0,1,18,8,13.257519,8,13.416362,Graduate
0,1,0,0.108777,22,7,13.179651,7,13.276884,Graduate
0,1,0,1,18,7,13.924106,8,14.857134,Graduate
0,1,0,1,18,6,14,6,13.656263,Graduate
0,1,0,0,18,7,13.207326,7,13.293737,Graduate
0,1,0,0,18,7,13.198774,7,13.304479,Graduate
0,1,0,0,20,6,13.922818,6,14.111193,Graduate
0,1,0,0,20,6,13.865953,6,13.991182,Graduate
0,1,0,0,18,7,13.341831,7,13.30799,Graduate
0,1,0,0,18,7,13.1621,7,12.908047,Graduate
0,1,0,0,18,7,13.202835,7,12.891141,Graduate
0.149444,1,0,1,18,6,13.167533,6,12.476624,Graduate
0,1,0.284191,0,21.462528,5,13.436253,5,12.491907,Graduate
0.009127,1,0,0.041279,21.97779,5,13.455602,5,13.015526,Graduate
0,1,0.078632,0,21.510519,5,13.422761,5,12.672909,Graduate
0,1,0.760838,0,21.089264,5,13.52714,5,12.524687,Graduate
0,1,0,0,21,4,11.629326,5,11.54599,Graduate
0,1,0,0.217323,21,4,11.413113,4.896552,11.483652,Graduate
0,1,0,0,20.090354,4,11.72861,5,11.682588,Graduate
0,1,0,0,18,7,13.339368,7,13.322558,Graduate
0,1,0,0,18,7,13.474441,7,13.483352,Graduate
0,1,0,0,18,7,13.415757,7,13.325304,Graduate
0,1,0,1,18,6,11.622664,6,11.578062,Graduate
0,1,0,0,19,7,13.326097,7,13.302491,Graduate
0,1,0,1,21,6,13.523517,6,13.309591,Graduate
0,1,0,1,19.010975,5,11.678756,5,12.249429,Graduate
0,1,0,0.066221,20,5,13.44153,5,12.809456,Graduate
0,1,0,0,41.00427,5.044691,11.101836,5.849167,11.507585,Graduate
0,1,0,0,18,7,14.519747,7,14.493938,Graduate
0,1,0,0.7564,35.85295,6,11.679811,6,11.441544,Graduate
0,1,0,0,38.731953,12.32059,13.58212,11.106947,14.551204,Graduate
0,1,1,0.992226,22.141105,6,12.825055,5,12.551977,Graduate
0,1,1,0.985798,22.317904,6,13.093479,5,12.722624,Graduate
0,1,1,0,23,6,12.953056,4.493348,12.949151,Graduate
0,1,1,0.488925,23,6,13.295244,4.707958,12.839408,Graduate
0,1,1,0,21,4.024603,12.232816,4.894368,11.915205,Graduate
0,1,0.061684,0,21,4,11.5,4.968875,11.43222,Graduate
0,1,1,0,18.477836,5,11.548578,5,13.2,Graduate
0,1,1,0,18.580823,5,11.43559,5,13.196738,Graduate
0,1,1,0,19.77044,5,11.349886,5,12.911083,Graduate
0,1,1,1,18,7,14.329193,7,14.802932,Graduate
0,1,1,0,21.594458,4.004653,12.338059,4.817501,11.986394,Graduate
0,1,0,0,18,6,13.523575,5,12.581316,Graduate
0,1,0,0,18,6,13.519387,5,12.187448,Graduate
0,1,0,0,18,6,13.504709,5,12.598011,Graduate
0,1,0.679074,0,21,5,14.476889,5,14.068006,Graduate
0,1,0.950171,0,21,5,14.522672,5,14.202429,Graduate
0,1,0,1,19,7,13.291601,8,12.526019,Graduate
0,1,0,1,19,7,13.023378,8,12.535394,Graduate
0,1,0,1,19,7,13.227512,8,12.529699,Graduate
0,1,0,0,18,4.24606,11.47046,4,10.931042,Graduate
0,1,0,0,19,6.013843,12.75845,6,11.842363,Graduate
0,1,0,0,19,6.076473,12.725036,6,11.816848,Graduate
0,1,0,0,19,6.416289,12.699875,6,11.8288,Graduate
0,1,0,0,19,6.988633,12.63547,6,11.897003,Graduate
0,1,0,1,18,5,11.19793,6,12.208614,Graduate
0,1,0,1,18,5,11.170135,6,12.118041,Graduate
0.563682,1,0,0,18,6,11.702594,4.110565,12.4891,Graduate
0.7326,1,0,0,18,5.808877,11.837786,4,12.184362,Graduate
0.601485,1,0,0,18,5.687021,12.009159,4,11.847356,Graduate
0,1,0,1,18,6,14,6,13.208395,Graduate
0,1,0,1,18,6,13.950974,6,13.450576,Graduate
0,1,0,0,19,7,12.019493,7,12.040965,Graduate
0,1,0,0,19,7,12.291535,7,12.106194,Graduate
0,1,0,1,18,0,0,0,0,Graduate
0,1,0,1,18,0,0,0,0,Graduate
0,1,0,0,36.080392,13.161874,13.603872,11.260819,13.436809,Graduate
0,1,0.11012,0,36.957709,12.398863,13.588823,11.773326,13.738072,Graduate
0,1,0.035412,0,38.154429,12.976983,13.451699,12.000383,14.197112,Graduate
0,1,0.521844,0.496408,28.662539,17.272038,13.896154,12.190056,13.117572,Graduate
0,1,0,0.666942,28.617759,16.955453,13.898673,13.295461,14.71423,Graduate
0,0.948808,0,0,18,6,14.774796,6,15.284173,Graduate
0,0.997829,0,0,18,6,14.44735,6,14.786461,Graduate
0,1,0,0,22.052985,6,15.655577,6,16.008573,Graduate
0,1,0,0,21.966529,6,15.213116,6,16.02544,Graduate
0,1,0,0,18,6,15.659371,6,14.729346,Graduate
0,1,0,0,18,6,15.531484,6,14.813354,Graduate
0,1,0,0,18,6,15.609656,6,14.833014,Graduate
0.793342,1,0,0.363899,32.013152,5.184855,13.455074,6,12.300212,Graduate
0.00127,1,0,0.019067,32.432984,5,13.801268,6,12.365341,Graduate
0.366679,1,0,0.386968,32.172706,5.191494,13.70929,6,12.336235,Graduate
0.879588,1,0.980083,1,20,5,11.772087,4,11.621253,Graduate
0.975723,1,0.813195,1,20,5,11.691664,4,11.645223,Graduate
0.975314,1,0.097197,1,20,5,11.633143,4,11.728196,Graduate
0,1,0,0,27.333047,3.583354,12.407543,3.958528,11.921562,Graduate
0,1,0.178456,0.246192,27.671244,3.805214,12.094564,3.628281,12.205666,Graduate
0.012598,1,0,0.216462,21.413136,12,13.309899,11.724902,12.982149,Graduate
0,1,0,0.019964,34.023502,8.963708,12.431571,7.670279,12.415973,Graduate
0,1,0,0,20.807511,3.016394,11.758523,4,11.562116,Graduate
0,1,0,0,20.922654,3,11.873411,4,11.588856,Graduate
0,1,0,0.94855,18,7,16.91774,8,16.431529,Graduate
0,1,0.687855,1,18,7,16.119715,8,15.325915,Graduate
0,1,0,0,18,5,12.006404,4,11.976442,Graduate
0,1,0,0,18,5,12.042611,4,12.085784,Graduate
0,1,0,0,18,5,11.820587,4.818851,11.614695,Graduate
0,1,0,0,21.157703,6,12.568466,6,13.375247,Graduate
0,1,0,0,19,7,12.925508,7,12.794467,Graduate
0,1,0,0,19,7,12.549521,7,12.5379,Graduate
0,1,0,1,18,5,14.478419,5,12.1644,Graduate
0,1,0,0.99768,18,5,14.564941,5,12.117878,Graduate
0,1,0,1,18,7,14.850322,8,15.521771,Graduate
0.651952,1,0,0.349598,32.00963,5.066666,13.54988,6,12.300549,Graduate
0.749089,1,0,0.267612,32.574259,5,13.812098,6,12.370456,Graduate
0,1,0,1,19,8,13.691733,8,14.045316,Graduate
0,1,0,1,18,6,15.745165,6,15.33353,Graduate
0,1,0.190306,0,23.740366,3.659949,11.283115,5,11.43442,Graduate
0,1,0,0,20,5.002118,11.225218,6,12,Graduate
0,1,0,0,20,5.888975,11.166819,6,12.153434,Graduate
0,1,0,0,18,8,14.11108,8,14.010882,Graduate
0,1,0,0,18,8,13.822431,8,13.849061,Graduate
0,1,0,0,18,8,13.968533,8,13.785321,Graduate
0,1,0,1,21.426733,5,11.027425,5.222736,12.220279,Graduate
0,1,0,1,22,5,10.804974,5.374561,12.16279,Graduate
0,1,0.554099,0.277169,21.089662,5,10.99447,5,12.387329,Graduate
1,1,0,0,20,6,12.60522,6,11.822862,Graduate
0,1,0.84434,0,22.229989,6,14.70411,5.802163,14.563341,Graduate
0,1,0.889586,0,21.938911,6,14.6396,5.512611,14.574062,Graduate
0,1,0,0,19,6,12.764969,6,12.726677,Graduate
0,1,0,0,19,7,13.788695,7,13.814154,Graduate
0,1,0,0,19,7,13.741705,7,13.918852,Graduate
0,1,0,0,18,7,13.751603,8,13.798048,Graduate
0,1,1,0,19.07299,6,13.197612,6,13.199916,Graduate
0,1,0.556007,0,21,5,13.650307,5,12.651105,Graduate
0,1,0.386556,0,21,5,13.65578,5,12.75884,Graduate
0,1,0.343233,0,21.044235,5,13.473565,5,12.480983,Graduate
0,1,0,1,18,6,13.543425,6,12.698736,Graduate
0,1,0,0,20,6,14.391879,6,15.922941,Graduate
0,1,0,0,19.388162,6,14.925044,6,15.856303,Graduate
0,1,0,0,20,6,11.806195,6,12.901556,Graduate
0,1,0,1,18,5,12,5,12.330726,Graduate
0,1,0,0,19,4.451053,12.663963,6,11.378189,Graduate
0,1,0.271926,0,19,4,12.580004,6,11.156948,Graduate
0,1,0,0,19,6,11.970695,6,13.013332,Graduate
0,1,0,0,19,6,11.967193,6,13.061569,Graduate
0,1,0,0.900012,18.924032,7,11.876573,8,14.303045,Graduate
0,1,0,0.757683,19,7,11.919233,8,14.321027,Graduate
0,1,0,1,19,7,13.561596,7,13.538868,Graduate
0,1,0,1,19,7,13.591549,7,13.499435,Graduate
0,1,0,1,19,7,13.541572,7,13.540455,Graduate
0,1,0,1,19,7,13.57551,7,13.562624,Graduate
0,1,0,0.396981,19.014944,6,15.54415,6,15.56152,Graduate
0,1,0,0,19,6,14.98481,6,15.744473,Graduate
0,1,0,0,20,5,11.227332,6,11.966406,Graduate
0.320423,1,0.215436,0.921956,33.052586,5.241935,15.207192,5.307786,15.343388,Graduate
0.082801,1,0.667607,0.091787,34.055074,5.540257,15.425818,5.516124,16.570635,Graduate
0,1,0,1,18,7,11.839047,7,12.025655,Graduate
0,1,0,1,18,8,13.411061,8,13.357451,Graduate
0,1,0,1,18,8,13.419515,8,13.34645,Graduate
0,1,0,1,18,8,13.312117,8,13.365368,Graduate
0,1,0,0,20,6,12.620136,5.938554,13.79347,Graduate
0,1,0,1,19.984195,7,12.714881,7,12.693456,Graduate
0,1,0,0,19,5,12.412996,4.21058,12.494421,Graduate
0,1,0,0,18.861559,5,12.635014,4,12.380929,Graduate
0,1,0.163584,0.002485,32.032473,5.593493,11.735152,5.212202,12.064045,Graduate
0,1,0,0.160951,32.201689,5.313388,11.376479,5.044461,12.28218,Graduate
0,1,0,0,19,6,12.082452,6,13.288462,Graduate
0,1,0,0,19,6,12.166667,6,13.229106,Graduate
0,1,0,0,18,4,13.478984,5,13.597754,Graduate
0,1,0,0,18,4,13.262502,5,12.742269,Graduate
0,1,0,1,20,6,11.983826,6,11.997278,Graduate
0,1,0,1,20,6,11.890535,6,12.549367,Graduate
0,1,1,1,18,6,13.410818,6,13.157121,Graduate
0,1,1,1,18,6,13.353419,6,13.062622,Graduate
0,1,1,1,18,6,13.268094,6,13.170514,Graduate
0,1,1,0.176559,20,6.92279,12.847177,7,12.971605,Graduate
0,1,0.452034,0.199864,18,5.01368,17.157385,5.203299,18.165855,Graduate
0,1,0.059669,0.32658,20,4,10.694355,4,11.671622,Graduate
0,1,0.111155,0.878768,20,4,11.539066,4,11.446869,Graduate
0,1,0.11531,0.282718,20,4,11.423157,4,11.521243,Graduate
0,1,0.992594,0,19,6,12.450398,6,11.903104,Graduate
0,1,1,0.343209,20,5,12.231512,4,11.569858,Graduate
0,1,0.774945,0.105561,20,5,12.527114,4,11.61476,Graduate
0,1,0.290767,0,20,4.986173,12.585693,4,11.983352,Graduate
0,1,1,0,22,6,14.617175,6.422025,14.344931,Graduate
0,1,1,0,19,7,13.804549,7,13.701365,Graduate
0,1,1,0,19,7,13.743869,7,13.622226,Graduate
0,1,1,0,19,7,13.908785,7,14.008304,Graduate
0,1,0.250602,0.738862,19.064697,5,15.012799,5,15.998929,Graduate
0,1,0.951968,0,21.012361,5,12.263794,5,11.703414,Graduate
0,1,1,0,21.006624,5.164344,12.209996,5,11.686611,Graduate
1,1,1,0.769539,20,0,0,0,0,Graduate
0.267982,1,1,0.876829,20,0,0,0,0,Graduate
0.609696,1,0.540525,0.227558,21,9.28238,12.857873,8.807218,13.21962,Graduate
0,1,0,1,19,6,14.714286,6,15.139275,Graduate
0,1,0,0,18,6,12.666667,6,12.799824,Graduate
0,1,0,0,18,6,12.730558,6,12.843018,Graduate
0,1,0.046521,0.997283,22.079268,12,13.751054,10.79276,12.841858,Graduate
0,1,0,0.794412,23.090134,12,13.879716,10.552519,13.153904,Graduate
0,1,0,1,18,4.807684,13.388143,5,12.181584,Graduate
0,1,0,1,18,4.43041,13.588446,5,12.15645,Graduate
0,1,0,0,18,7,13.334709,7,13.319413,Graduate
0,1,0,0,19,7,12.020979,7,12.025253,Graduate
0,1,0,0,20.38922,11.673803,11.433019,8.895005,12.818347,Graduate
0,1,0.869335,0.040288,21,11,11.578605,8.589268,12.759862,Graduate
0,1,0,0.018765,18,6,15.834331,6,14.00249,Graduate
0,1,0,0.838083,24,6,12.377967,6,12.86195,Graduate
0,1,0,0,20,6,13.99857,6.065435,14.220157,Graduate
0,1,0.09821,0,19,5,12.60323,4.931791,11.250229,Graduate
0,1,0.211884,0,19,5,12.624253,5,11.226876,Graduate
0.684823,1,0,0,18,6,12.349379,6,12.455634,Graduate
0.890431,1,0,0,18,6,12.16961,6,12.390672,Graduate
0,1,0,1,18,8,13.70997,8,13.711791,Graduate
0,1,0,1,19,6,12.463849,6,12.825434,Graduate
0,1,0,0,18,6,14.20383,6,14.110301,Graduate
0,1,0,0,18,6,14.19032,6,14.129837,Graduate
0,1,0,0,21,7,14.31163,8,14.399136,Graduate
0,1,0,1,18,7,13.166439,8,14.235116,Graduate
0,1,0,1,18,7,13.322876,8,14.187215,Graduate
0,1,0,1,18,7,13.279999,8,14.197792,Graduate
0,1,0,0,18,7,13.464381,8,13.839185,Graduate
0,1,0,0,18,7,13.343954,8,13.310727,Graduate
0,1,0,0,18,7,13.473492,8,13.252231,Graduate
0,1,0,1,19,7,11.466094,7,11.598489,Graduate
0,1,0,1,21,6,12.433684,6,11.396744,Graduate
0,1,0,0,18,5,12.8,4.879982,12.281119,Graduate
0,1,0,0,18,5,12.302354,4,11.850642,Graduate
0,1,0.587227,0.332363,20,5,12.159466,4.916714,15.27993,Graduate
0,1,0,1,18,4.939331,13.124049,5,14.547256,Graduate
0,1,0,0.850097,18,5,13.144381,5,14.280717,Graduate
0,1,0,1,18,5,13.048685,5,14.36216,Graduate
0,1,0,1,18,5,13.043201,5,14.332174,Graduate
0,1,0,0,18,6,13.998702,6,13.228696,Graduate
0,1,0,1,18,6,12.211531,6,13.48875,Graduate
0,1,0,1,18,6,12.218999,6,13.339548,Graduate
0,1,0.721261,0.31246,24,6,12.599866,6,12.55198,Graduate
0,1,0,0,19,0,0,0,0,Graduate
0,1,0,0,18.874407,0,0,0,0,Graduate
0,1,0,0,18.974191,0,0,0,0,Graduate
0,1,0,0,18,7,15.673841,7,15.668805,Graduate
0,1,0,0,19,6,11.967445,6,11.104123,Graduate
0,1,0,0,19,6,12.166667,6,11.264169,Graduate
0,1,0,0,19,6,11.9173,6,11.396186,Graduate
0,1,1,0.113406,18,7,13.507245,7,13.525456,Graduate
0,1,1,0.674887,18,7,13.336813,7,13.342038,Graduate
0,1,1,0,20.014886,0,0,0,0,Graduate
0,1,1,0.516206,20.788579,0,0,0,0,Graduate
0,1,1,0,19,6,13.839201,6,13.64489,Graduate
0,1,1,0,19,7,12.499265,7,12.676225,Graduate
0,1,1,0.280459,23,5.747015,12.413947,5.911874,12.84423,Graduate
0,1,1,0.285381,23.075775,5.608856,12.652405,6,12.547516,Graduate
0,1,1,0.919495,23.917938,5.955412,13.484796,6,12.89886,Graduate
0,1,1,1,23.5621,5.048945,13.327395,6,12.846351,Graduate
0,1,1,0,28.862412,6,12.00324,6,13.755146,Graduate
0.021968,1,0.051131,0,28.447677,5.436499,11.949259,5.962731,12.80156,Graduate
0,1,1,0,20.020396,7,14.898449,7,14.979381,Graduate
0,1,1,0.380371,18,6,12.439494,6,11.526985,Graduate
0,1,1,0.774453,18,6,12.120802,6,11.370175,Graduate
0,1,1,0,18.991623,5,12.011485,5,11.95811,Graduate
0,1,1,0,18.962448,5,12,5,11.709172,Graduate
0,1,1,0.27294,18,0,0,0,0,Graduate
0,1,1,0,21,6.276997,12.503457,5.840463,13.051801,Graduate
0,1,0.984346,0,21,6.694381,12.369122,5.539002,12.676157,Graduate
0,1,0.985408,0,21,6.84637,12.33385,5.476451,12.687988,Graduate
0,1,0.985964,0,21,6.853225,12.380655,5.362664,12.768589,Graduate
0,1,0.988453,0,26.878633,18,11.455807,13,11.370176,Graduate
0,1,1,0,18,6,13.033881,6,13.249778,Graduate
0,1,1,0,18,6,13.369755,6,13.357986,Graduate
0,1,0.371688,0.473001,23.447757,5.87276,15.001209,2.969448,15.872314,Graduate
0,1,0.054076,0.164126,23.954621,5.964693,15.14544,2.485263,15.52137,Graduate
0,1,1,0,19,5,12.671336,4.573571,11.944479,Graduate
0,1,0,1,18,8,13.889043,8,13.99266,Graduate
0,1,0,1,18,8,14.083383,8,13.935064,Graduate
0,1,0,0,18,6,11.736261,5,12.375278,Graduate
0,1,0,0,19,6,13.532996,6,13.527061,Graduate
1,1,0.962659,0,19,5,11.219456,6,12.336594,Graduate
0,1,0,1,18,5,11.461909,5.935456,11.336453,Graduate
0.424581,1,0,0.062269,20.509802,7,14.053004,8.210856,13.618409,Graduate
0.692459,1,0,1,21.914162,7.199892,13.550372,8.698869,13.567134,Graduate
0,1,0,0,31.019,5.961554,11.77168,6.330268,12.31245,Graduate
0,1,0,0.089957,31.143448,6.33607,11.816205,7.059174,12.227826,Graduate
0,1,0,1,19,7,14.439878,7,14.312818,Graduate
0,1,0,1,19,7,14.395126,7,14.337679,Graduate
0,1,0,1,18,6,12.392655,5.953458,12.535265,Graduate
0,1,0.198207,0,21,5,14.458733,5,14.052167,Graduate
0,1,0,1,18,7,13.373321,8,14.785864,Graduate
0,1,0,1,19,7,12.361318,7,12.361982,Graduate
0,1,0,1,19,7,12.359171,7,12.361752,Graduate
0,1,0.131517,0,19,5,10.69779,4.87808,11.318635,Graduate
0,1,0.999892,0,19,5,10.864192,5,11.599763,Graduate
0,1,0,1,19,4.424531,11.295751,6,11.965846,Graduate
0,1,0,0.772869,19,4,11.253156,6,12.001306,Graduate
0,1,1,0.003199,22.713542,7.963101,11.575772,9.787279,12.037212,Graduate
0,1,0,0,18,7,13.611038,8,14.552979,Graduate
0,1,0,0,20,4.046465,12.544387,4,12.27527,Graduate
0,1,0,0,20,4.558741,12.557299,4,12.302011,Graduate
0,1,0,0.137067,18,6,13.640849,5.000232,13.760843,Graduate
0,1,0,0,18,6,13.759663,5.048195,13.695597,Graduate
0.299232,1,0,1,18,5,11.201913,5,11.8,Graduate
0.561351,1,0,1,18,5,11.6,5,11.474908,Graduate
0,1,0,1,19,6,11.333333,6,11.620307,Graduate
0,1,0,0,18,5.955734,10.748595,6,11.569579,Graduate
0,1,0,0,18,6,10.911076,6,11.204432,Graduate
0,1,0.018181,1,19,0,0,0,0,Graduate
0,1,0.004042,1,18.819348,0,0,0,0,Graduate
0,1,0,0.86029,22,6,13.100591,3.09179,11.954706,Graduate
0,1,0,0.356713,22,6,13.213554,3.033035,12.16465,Graduate
0,1,0,1,21,5.946842,13.300997,6,12.862498,Graduate
0,1,0,1,21.212552,5,12.726158,6,12.844617,Graduate
0,1,0,1,18,7,12.891743,7,12.713483,Graduate
0,1,0,1,18,7,12.890969,7,12.86916,Graduate
0,1,0,0,19,6,14.931706,6,15.516926,Graduate
0,1,0,0.866292,35.947375,6,12.179636,5.968859,12.011835,Graduate
0,1,0,0,34.971589,6,12.475429,6,11.99932,Graduate
0,1,0,1,19,6,13,6,14.295895,Graduate
0,1,0,1,19,6,13.00093,6,14.29331,Graduate
0,1,1,0,18,4.602281,11.673775,5,12.18147,Graduate
0,1,1,0,18,4.542817,11.66367,5,12.591444,Graduate
0,1,1,0,19.987375,4,13.64518,4.980519,14.365369,Graduate
0,1,1,0,19.745284,4,12.790139,4.291487,14.40325,Graduate
0,1,1,0,19.940696,4.015232,12.831673,4.477976,14.452642,Graduate
0,1,0.250497,0,28.074143,17.253898,13.912138,16.237603,14.655875,Graduate
0,1,0.652065,0.065631,27.917358,19.568082,13.092095,18.869811,13.190298,Graduate
0,1,1,0,18,6,14.05036,6,14.700659,Graduate
0,1,1,0,18,6,13.956899,6,14.316705,Graduate
0,1,1,0,34,5,13.760508,5,12.566106,Graduate
0,1,1,0,33.965443,5,13.85988,5,13.51081,Graduate
0,1,1,0,33.762775,5,13.775233,5,14.37876,Graduate
0,1,0.904542,0,24.431805,6.010843,12.047151,8.424795,12.214137,Graduate
0,1,0.404209,0,24.188616,6.268675,11.625943,8.038978,12.079684,Graduate
0,1,0.090623,0.566968,19.071251,11,12.146704,11.049666,12.279493,Graduate
0,1,0.992108,0.002457,19,11.397292,13.126735,11.987029,12.769611,Graduate
0,1,1,1,19.006229,6,12.718312,6,11.17386,Graduate
0,1,1,1,18.500814,6,12.530716,6,11.357945,Graduate
0,1,1,1,20,6,12.646297,6,12.459614,Graduate
0,1,1,0,20,5,12.865126,6.14396,12.201655,Graduate
0,1,0.126379,0.02237,21,11,12.648878,8.579844,12.759271,Graduate
0,1,0.960209,0.065305,18,6,15.843166,6,14.054125,Graduate
0,1,1,0,18,6,12.793773,6,12.958094,Graduate
0,1,0.01864,1,18,6,11.328908,6,11.967601,Graduate
0,1,1,0,19.086787,4,11.981697,5,12.737218,Graduate
0,1,0.556971,0,20.65694,12,13.27069,11.360386,13.670639,Graduate
0,1,0,0,39.554854,5.857964,11.294927,5.875394,11.029506,Graduate
0,1,0,0,39.270941,4.764084,11.120422,5.202759,11.658736,Graduate
0,1,0.554972,0.814145,21,6,15.103033,6,14.197536,Graduate
0,1,0.438679,1,21,6,15.087227,6,14.225123,Graduate
0,1,1,0.637256,21,6,15.166667,6,14.274807,Graduate
0,1,0,0.048969,19.907802,6,11.045578,4,12.880129,Graduate
0,1,0,1,18.864992,6,11.222622,4,13.444944,Graduate
0,1,0,0.596762,26.044919,5.068317,11.219461,5.017205,11.904014,Graduate
0,1,0,0.155468,19,4.956512,10.799322,4.90843,11.414491,Graduate
0,1,0,0.451107,19,4.091436,10.768309,5,11.493106,Graduate
0,0.401782,0.180668,0.052715,20.633096,11,13.01938,8.934721,13.68571,Graduate
0,0.356997,0.104739,0.105844,20.776528,11,12.765102,8.102039,13.663502,Graduate
0,1,1,0,19.742765,4,12.789624,4.265326,14.402346,Graduate
0,1,1,0,19.813598,4,12.841298,4.239516,14.356107,Graduate
0,1,1,0,20,4,13.704981,5,14.52463,Graduate
0,1,0.484548,0.761784,30.211238,6,15.868078,6,14.092751,Graduate
0,1,0.203191,0.858117,29.930803,6,15.143328,6,13.996705,Graduate
0,1,0.443184,0,20,6,11.66357,6,11.52156,Graduate
0,1,0.617034,1,23.356701,4.399744,11.579924,4.953961,12.723539,Graduate
0,1,0.90175,1,24,4.346822,11.536649,5,12.770222,Graduate
0,1,1,0,22.952905,4.605711,14.270502,5,13.954323,Graduate
0,1,1,0,19.136466,7,13.626338,8,14.673038,Graduate
0,1,1,0,18.935161,6,13.928545,5,13,Graduate
0,1,1,0,18.513263,6,13.527653,4.888462,13.013112,Graduate
0,1,1,1,20,6,13.495536,5.059181,12.53596,Graduate
0,1,1,1,20,6,13.475045,5.344706,12.68945,Graduate
0,1,1,0,18,6,13.962596,6,13.754143,Graduate
0,1,1,0,33,5,13.202968,5,14.816183,Graduate
0,1,1,0,33.023375,5,13.950512,5,14.531295,Graduate
0,1,1,0,19,0,0,0,0,Graduate
0,1,1,0,19,0,0,0,0,Graduate
0,1,0.867093,0.274749,21.253264,12.604966,13.736773,11.738406,13.109899,Graduate
0,1,1,0,21.353653,12.775973,13.873049,11.456312,13,Graduate
0,1,1,1,19,0,0,0,0,Graduate
0,1,0,0,19,6,13.481883,6,14.080869,Graduate
0,1,0,1,21.97913,19.977844,14.452981,17.281271,14.745669,Graduate
0,1,0.239474,0.225103,19.217051,12,13.628728,11,13.589944,Graduate
0,1,0.80537,0,19.122385,12,13.551808,11,13.733472,Graduate
0,1,1,0,27.848255,5,15.2,5,15.122078,Graduate
0,1,1,0,27.16039,5.194386,14.725661,5.66075,14.19485,Graduate
0,1,1,0,19.19926,7,12.832989,7,12.829603,Graduate
0,1,1,0,19,7,12.569353,7,12.689856,Graduate
0,1,0.026851,0.131934,27.940109,3.933391,11.973654,3.580205,11.472962,Graduate
0,1,0.107163,0.115219,27.262441,3.569763,11.990956,3.473431,11.735417,Graduate
0,1,0.299085,0.03618,27.734771,3.271888,12.415869,3.549875,11.59377,Graduate
0,0.880354,0,0,21,6,11.502956,4.177422,12.918296,Graduate
0,1,0,0,18,6.004734,13.027539,6,12.958778,Graduate
0,1,0,0,18,6.012326,13.068626,6,13.068589,Graduate
0,1,0,0,59.451837,6,12.681148,4,13.75569,Graduate
0,1,0,0,18.465493,5,14.451579,5,13.563724,Graduate
0,1,0,0,18,5,14.433623,5,13.314912,Graduate
0,1,0,1,18,6,12.746474,6,12.164509,Graduate
0,1,0,0,19,4,12.313522,5.410836,12.057269,Graduate
0,1,0.766278,0.820569,35,17.225339,11.845168,12.619201,11.531133,Graduate
0,1,0.363993,0.610082,35,16.744035,12.26999,12.688962,11.846196,Graduate
0,1,0.786353,0.567041,49.087811,7.692921,11.881058,7.218425,11.178644,Graduate
